1.09861	403326
0	635
0	1270
0	1905
0	2540
0	3175
0	3810
0	4445
0	5080
0	5098
0	5108
0	5118
0	5128
0	5138
0	5148
0	5158
0	5168
0	5178
0	5188
0	5198
0	5208
0	5218
0	5228
0	5238
0	5248
0	5258
0	5268
0	5278
0	5288
0	5298
0	5308
0	5318
0	5328
0	5338
0	5348
0	5358
0	5368
0	5378
0	5388
0	5398
0	5408
0	5418
0	5428
0	5438
0	5448
0	5458
0	5468
0	5478
0	5488
0	5498
0	5508
0	5518
0	5528
0	5538
0	5548
0	5558
0	5568
0	5578
0	5588
0	5598
0	5608
0	5618
0	5628
0	5638
0	5648
0	5658
0	5668
0	5678
0	5688
0	5698
0	5704
0	6711
0	8681
0	10843
0	13005
0	15167
0	17329
0	18259
0	19186
0	20115
0	21044
0	21884
0	22873
0	23894
0	25063
0	26344
0	28013
0	29648
0	31055
0	32842
0	34618
0	36897
0	39257
0	41658
0	44229
0	46869
0	49736
0	52637
0	55749
0	59083
0	62766
0	66395
0	69955
0	73470
0	76898
0	80349
0	83808
0	87207
0	90494
0	93720
0	96929
0	100194
0	103387
0	106635
0	109888
0	113222
0	116651
0	120036
0	123471
0	126888
0	130328
0	133880
0	137533
0	141055
0	144554
0	148090
0	151578
0	155050
0	158521
0	162035
0	165531
0	168972
0	172358
0	175712
0	178983
0	182446
0	185886
0	189134
0	192063
0	194994
0	198020
0	201009
0	203863
0	206747
0	209527
0	212140
0	214673
0	217131
0	219553
0	221892
0	224222
0	226429
0	228623
0	230685
0	232760
0	234788
0	236674
0	238615
0	240406
0	242193
0	243943
0	245557
0	247222
0	248823
0	250315
0	251760
0	253184
0	254619
0	255969
0	257216
0	258455
0	259659
0	260864
0	261985
0	263094
0	264147
0	265145
0	266078
0	266976
0	267818
0	268633
0	269399
0	270057
0	270695
0	271258
0	271793
0	272302
0	272680
0	273039
0	273325
0	273656
0	273987
0	274188
0	274285
0	274365
0	274383
0	274409
0	274418
0	274427
0	274436
0	274445
0	274454
0	274463
0	274472
0	274481
0	274490
0	274499
0	274508
0	274517
0	274526
0	274535
0	274544
0	274553
0	274562
0	274571
0	274580
0	274589
0	274598
0	274607
0	274616
0	274625
0	274634
0	274643
0	274652
0	274661
0	274670
0	274679
0	274688
0	274697
0	274706
0	274715
0	274724
0	274733
0	274742
0	274751
0	274760
0	274769
0	274778
0	274787
0	274796
0	274805
0	274814
0	274823
0	274832
0	274841
0	274850
0	274859
0	274868
0	274877
0	274886
0	274895
0	274904
0	274913
0	274922
0	274931
0	274940
0	274949
0	274958
0	274967
0	274976
0	274985
0	274994
0	275003
0	275012
0	275021
0	275030
