,nr_shap,accuracy
0,0.05,0.9642857142857143
1,0.1,0.9642857142857143
2,0.15000000000000002,0.9642857142857143
3,0.2,0.9642857142857143
4,0.25,1.0
5,0.3,1.0
6,0.35000000000000003,1.0
7,0.4,1.0
8,0.45,1.0
9,0.5,1.0
