,reg,accuracy
0,0.0,0.7643769968051118
1,0.05,0.7907348242811502
2,0.1,0.7755591054313099
3,0.15000000000000002,0.7468051118210862
4,0.2,0.7691693290734825
5,0.25,0.7835463258785943
6,0.30000000000000004,0.7835463258785943
7,0.35000000000000003,0.7755591054313099
8,0.4,0.7595846645367412
9,0.45,0.7675718849840255
10,0.5,0.7707667731629393
