,mut. prob.,accuracy
0,5.0,0.865814696485623
1,25.0,0.8945686900958466
2,50.0,0.8674121405750799
3,100.0,0.8650159744408946
4,250.0,0.8506389776357828
5,500.0,0.8730031948881789
6,1000.0,0.8506389776357828
7,5.0,0.8314696485623003
8,25.0,0.8466453674121406
9,50.0,0.8426517571884984
10,100.0,0.8442492012779552
11,250.0,0.8394568690095847
12,0.01,0.8099041533546326
13,0.05,0.8019169329073482
14,0.1,0.8210862619808307
15,0.25,0.8738019169329073
16,0.5,0.8610223642172524
17,0.9,0.8266773162939297
